Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,confidence_score,pred_label
1.55016,1.54401,0.582774,2.75043,-1.07259,-1.07961,1.56235,1.54081,0.68081,-1.04073,-0.921118,1.10949,-2.18621,-0.0648669,1.11565,-0.167899,BARBUNYA,1,unknown
-0.266516,-0.201118,-0.204216,-0.213087,-0.0956218,0.194295,-0.265604,-0.207445,-0.353256,-0.0621999,-0.0352091,-0.0237937,0.0917886,-0.100437,-0.0643333,0.0295671,SIRA,1,SIRA
-0.937348,-1.01316,-1.32434,-0.13127,-1.67445,-2.61433,-0.93418,-0.997561,0.559578,0.0401282,0.77213,2.02692,-0.0270006,2.30785,2.14732,0.925952,SEKER,1,SEKER
8.03677,5.54587,5.00459,6.04867,0.941052,0.910712,8.07975,5.87967,0.744935,-1.71375,-1.08172,-1.04424,-3.49271,-1.88751,-1.03752,-3.19851,BOMBAY,1,unknown
3.64739,3.02371,2.69134,3.109,0.730956,0.795639,3.61591,3.16449,-1.59713,0.401996,-0.93704,-0.785571,-2.38445,-1.46477,-0.798843,0.191224,CALI,1,unknown
-0.458135,-0.380524,-0.328553,-0.509207,-0.0172751,0.264266,-0.446223,-0.422236,0.379152,-0.945143,-0.0972741,-0.113425,0.440858,-0.0594289,-0.153205,-0.35289,SIRA,1,SIRA
2.43974,2.32947,1.36979,3.0818,-0.491685,-0.218042,2.44078,2.26732,-0.0312462,-0.59913,-1.39151,0.424591,-2.3859,-0.706992,0.390049,0.830771,BARBUNYA,1,unknown
9.79668,5.8519,4.8049,8.3534,-0.208521,0.0873178,9.73322,6.81099,0.835924,0.225455,0.359628,0.0729167,-4.15768,-1.62571,0.0322888,-0.704488,BOMBAY,1,unknown
1.36143,1.36639,1.22745,1.29697,0.488292,0.646469,1.36591,1.37781,1.21123,-0.643522,-0.793685,-0.619942,-1.21966,-1.02207,-0.643155,-1.50361,CALI,1,CALI
-1.04094,-1.09113,-1.09382,-0.939664,-0.777458,-0.593725,-1.03546,-1.13039,-0.46,-0.161119,0.502608,0.749443,0.953184,1.11119,0.729452,0.413709,DERMASON,1,DERMASON
6.0288,4.05946,2.97781,6.36832,-0.671554,-0.445252,5.95854,4.72113,1.20099,0.966055,0.260435,0.603028,-3.64712,-1.14334,0.575418,-0.232475,BOMBAY,1,unknown
-0.517848,-0.489194,-0.552372,-0.263464,-0.532237,-0.266759,-0.499544,-0.490801,-0.854263,-1.50994,0.202412,0.409063,0.195711,0.376332,0.37404,-1.34462,SIRA,1,SIRA
0.258483,0.309914,0.367818,0.174325,0.341495,0.546445,0.257147,0.345414,0.813488,-0.0798917,-0.159104,-0.447166,-0.307423,-0.609494,-0.478372,0.0325358,SIRA,1,SIRA
1.38061,1.67274,2.0059,0.24202,2.38891,1.46382,1.37766,1.39454,0.360697,-0.266661,-1.98049,-1.97116,-0.375666,-1.63758,-1.84818,0.11203,HOROZ,1,HOROZ
0.77573,1.0753,1.19432,0.136468,1.44983,1.14582,0.768859,0.848246,-1.76653,0.104552,-1.6339,-1.36449,-0.251075,-1.25729,-1.32551,-0.537744,HOROZ,1,HOROZ
-0.688578,-0.653596,-0.655925,-0.583709,-0.422445,-0.137953,-0.677,-0.691487,-0.801292,-0.894592,0.127847,0.290514,0.560378,0.400601,0.252466,-1.17238,DERMASON,1,SIRA
-0.328725,-0.352405,-0.506738,0.151516,-0.775857,-0.59139,-0.325186,-0.276333,-0.861953,-0.256939,0.518834,0.732765,-0.280831,0.51144,0.711818,-0.0936867,SIRA,1,SIRA
6.04923,4.54402,3.6043,5.61924,0.112632,0.373269,6.24296,4.73353,0.36646,-5.46422,-1.21305,-0.367032,-3.31568,-1.5346,-0.401122,-5.00311,BOMBAY,1,unknown
1.70801,1.51993,1.16387,2.01537,-0.076729,0.211476,1.69003,1.67458,1.07376,0.389583,-0.301411,-0.0343464,-1.76658,-0.793761,-0.0748304,0.348635,BARBUNYA,1,CALI
1.87775,2.16344,1.73625,1.48458,0.913081,0.896073,1.90454,1.81595,-0.269809,-1.71004,-2.31368,-0.942315,-1.39838,-1.28071,-0.944126,-0.0634319,BARBUNYA,1,unknown
9.96038,6.12193,5.13616,8.00826,0.134585,0.390879,9.87188,6.89427,1.81162,0.64451,-0.182941,-0.271312,-4.07742,-1.7458,-0.308164,-0.676679,BOMBAY,1,unknown
-0.723394,-0.839144,-0.992917,-0.104705,-1.24466,-1.42564,-0.724447,-0.733305,1.08263,0.345042,1.15076,1.36236,-0.0370519,1.38137,1.39318,0.404682,SEKER,1,SEKER
0.303349,0.816554,1.04987,-0.656333,2.11811,1.38427,0.306982,0.390534,-2.34893,-0.430183,-2.36978,-1.80455,0.604086,-1.35422,-1.70762,0.0312779,HOROZ,1,HOROZ
0.184975,0.215127,0.163784,0.325794,-0.0428329,0.241806,0.183686,0.270819,0.940372,-0.0589052,-0.00294683,-0.079368,-0.450157,-0.349133,-0.119513,-0.0442995,SIRA,1,SIRA
-0.240634,-0.295324,-0.425312,0.245596,-0.736188,-0.534451,-0.247464,-0.179013,-0.278254,0.556774,0.689252,0.685876,-0.373871,0.418008,0.662363,-0.0463648,SIRA,1,DERMASON
2.11023,3.25409,1.43674,2.40173,-0.0385318,0.24561,2.14771,2.00566,-0.270062,-2.14548,-4.95956,-0.10101,-1.97535,-0.916631,-0.140933,-0.680405,BARBUNYA,1,unknown
1.07607,1.18533,0.506343,1.79197,-0.634641,-0.396194,1.08272,1.12454,0.36749,-0.727824,-1.00729,0.586269,-1.63131,-0.249557,0.557898,0.706147,BARBUNYA,1,unknown
12.8326,7.5617,6.42065,9.26792,0.425643,0.604754,12.7657,8.27811,1.4262,0.014127,-0.685734,-0.556139,-4.34781,-1.94454,-0.582586,-1.20181,BOMBAY,1,unknown
1.07475,1.17828,1.33261,0.508876,1.26924,1.06863,1.06748,1.12335,-1.41168,0.0358658,-0.981011,-1.2073,-0.633978,-1.24851,-1.18519,0.444315,HOROZ,1,HOROZ
8.76409,5.63603,4.83221,7.0315,0.346567,0.550037,8.68784,6.27294,1.45472,0.590575,-0.364343,-0.469013,-3.82921,-1.74768,-0.499342,-0.618993,BOMBAY,1,unknown
-0.0632039,-0.00468234,-0.018605,0.0212184,-0.0378783,0.246187,-0.0707824,0.012431,-1.58741,0.512,-0.0486574,-0.0943132,-0.139549,-0.250137,-0.134309,-0.410262,SIRA,1,SIRA
1.87775,1.76209,0.956702,2.73447,-0.70186,-0.48654,1.8804,1.81595,0.749009,-0.610958,-0.79098,0.647989,-2.18349,-0.448557,0.622533,0.0732771,BARBUNYA,1,unknown
1.00703,1.06807,0.498203,1.65339,-0.560542,-0.301595,1.01887,1.06195,-0.160104,-1.00944,-0.736537,0.497829,-1.53593,-0.282975,0.465819,0.635239,BARBUNYA,1,unknown
1.64941,1.90402,1.43198,1.50171,0.563825,0.694942,1.67202,1.62519,-1.01491,-1.53951,-2.03188,-0.651241,-1.40794,-1.09957,-0.672746,-0.155885,BARBUNYA,1,unknown
-1.04646,-1.06696,-0.858533,-1.37465,-0.0153977,0.265902,-1.04657,-1.13756,-1.09696,0.480118,0.282231,-0.0872087,1.56568,0.372549,-0.127278,0.682802,DERMASON,1,DERMASON
2.4329,2.32758,1.68463,2.5508,0.116351,0.376268,2.41948,2.26197,1.01796,-0.00218592,-1.40264,-0.219334,-2.09434,-1.03778,-0.257373,0.603307,BARBUNYA,1,unknown
6.26772,4.33471,3.38019,6.0181,-0.235411,0.0606945,6.25942,4.8653,-0.589217,-0.59362,-0.22114,0.113944,-3.53963,-1.36882,0.0735078,-0.244986,BOMBAY,1,unknown
0.81764,1.24274,1.47593,-0.131831,2.10594,1.38049,0.820954,0.887442,-1.73945,-0.505773,-2.17532,-1.81302,0.0287144,-1.47242,-1.71482,-0.663547,HOROZ,1,HOROZ
0.924453,1.18894,0.614576,1.28788,-0.197952,0.0976575,0.943282,0.986378,-0.410667,-1.40136,-1.57082,0.0840301,-1.25978,-0.513335,0.0434407,0.100212,BARBUNYA,1,unknown
1.20935,1.29991,0.906382,1.40447,0.0502267,0.321952,1.21079,1.2439,0.741706,-0.464383,-1.03244,-0.156015,-1.35838,-0.736131,-0.195204,0.551725,BARBUNYA,1,CALI
-0.75302,-0.791526,-0.789782,-0.599618,-0.602314,-0.354303,-0.752979,-0.769139,-0.373002,0.255448,0.598446,0.551292,0.506087,0.668148,0.521405,0.809382,DERMASON,1,DERMASON
1.37371,1.7082,2.10053,0.132262,2.63475,1.52921,1.3612,1.38853,0.558783,0.225,-2.1368,-2.12466,-0.25781,-1.69672,-1.97569,-0.213469,HOROZ,1,HOROZ
0.0112234,0.208936,0.474439,-0.522455,1.13928,1.00899,0.0033245,0.0910219,0.477419,0.49527,-0.828282,-1.14079,0.475284,-0.92675,-1.12523,-0.861155,HOROZ,1,HOROZ
1.75235,1.6755,1.42956,1.71976,0.403197,0.589461,1.76039,1.71175,-1.20411,-0.850479,-0.822844,-0.519146,-1.5478,-1.05525,-0.547317,-0.564345,BARBUNYA,1,CALI
2.66841,2.59685,1.86215,2.74203,0.172181,0.420524,2.69415,2.44429,0.437425,-1.58931,-1.75738,-0.300175,-2.17562,-1.11737,-0.336273,-0.407384,BARBUNYA,1,unknown
0.189902,0.210437,0.228245,0.217587,0.125428,0.383561,0.180394,0.275846,0.154653,0.51749,0.0471594,-0.233018,-0.362342,-0.450198,-0.270766,0.421087,SIRA,1,SIRA
1.28417,1.47342,1.52304,0.654098,1.36972,1.11235,1.28044,1.31008,0.927713,-0.20629,-1.50488,-1.28089,-0.763238,-1.32566,-1.25113,0.491751,HOROZ,1,HOROZ
-0.813455,-0.798845,-0.523379,-1.21484,0.36006,0.559541,-0.81792,-0.842972,-0.820893,0.755832,0.209978,-0.448205,1.32847,-0.0861579,-0.479371,0.640026,DERMASON,1,DERMASON
8.45101,5.45451,4.36076,7.41326,-0.132237,0.160423,8.42221,6.10519,0.346555,-0.2953,-0.274693,-0.0139852,-3.92423,-1.57769,-0.0545684,-0.982537,BOMBAY,1,unknown
-0.749473,-0.72815,-0.534579,-1.0131,0.141097,0.396061,-0.749493,-0.764836,0.613214,0.259376,0.19498,-0.24496,1.04758,0.0233359,-0.282441,0.54069,DERMASON,1,DERMASON
1.50535,1.66492,2.01041,0.465912,2.15509,1.39564,1.49205,1.50243,-2.43336,0.224939,-1.5573,-1.83335,-0.574737,-1.60175,-1.73207,-0.196255,HOROZ,1,HOROZ
-0.155302,-0.0486553,-0.0670568,-0.149458,0.0378152,0.311519,-0.146503,-0.0862016,0.185757,-0.721857,-0.294797,-0.157223,0.0225238,-0.249362,-0.196393,0.0528749,SIRA,1,SIRA
9.5512,6.09018,5.26925,7.46758,0.448229,0.619955,9.55369,6.6851,1.50693,-0.926471,-0.593166,-0.621247,-3.90482,-1.83407,-0.64439,-2.9089,BOMBAY,1,unknown
-0.159178,-0.114099,-0.174698,0.0319039,-0.252612,0.0434234,-0.1527,-0.0903869,-0.265848,-0.539516,0.0595518,0.129281,-0.152509,-0.0472818,0.0889518,-0.349438,SIRA,1,SIRA
0.683435,0.820946,0.722887,0.578326,0.455307,0.624681,0.675709,0.761159,-1.31314,0.187618,-0.852141,-0.54312,-0.691459,-0.805419,-0.570186,0.311118,CALI,1,SIRA
-0.0298332,0.395432,0.292073,-0.0522189,0.436977,0.612405,0.0902775,0.0477895,-1.67344,-8.77121,-1.94411,-0.804026,0.287738,-0.716937,-0.816052,-10.1655,HOROZ,1,unknown
-0.340681,-0.133329,-0.116473,-0.530944,0.304537,0.519971,-0.338678,-0.289663,-0.424688,-0.124086,-0.842204,-0.426469,0.471106,-0.34139,-0.45847,-0.474481,DERMASON,1,SIRA
7.16788,4.71931,3.39557,7.2447,-0.713369,-0.502465,7.10804,5.39248,-0.589148,0.497804,0.033418,0.67522,-3.90646,-1.22074,0.651149,0.538631,BOMBAY,1,unknown
-1.16786,-1.16207,-1.15253,-1.2376,-0.616505,-0.372572,-1.15269,-1.29795,0.380177,-1.26536,-0.0465607,0.539807,1.39497,1.04766,0.509444,-0.174028,DERMASON,1,DERMASON
-0.983791,-1.04055,-0.878419,-1.13367,-0.277799,0.0177847,-0.977366,-1.05669,0.0552729,-0.293033,0.599663,0.170908,1.22999,0.535949,0.130966,0.183654,DERMASON,1,DERMASON
2.91803,2.50939,2.35719,2.45666,0.846212,0.86025,2.9281,2.63346,0.13497,-0.981811,-0.820082,-0.911064,-1.99982,-1.42588,-0.91532,-0.97659,CALI,1,CALI
1.30914,1.29294,0.258783,2.82312,-1.41976,-1.84227,1.32124,1.33204,0.361517,-1.03117,-0.652705,1.62096,-2.24418,0.375479,1.68237,0.579825,BARBUNYA,1,unknown
10.0523,6.32245,5.3182,7.89348,0.298426,0.51554,10.002,6.94079,0.20645,-0.0288562,-0.599557,-0.450007,-4.03473,-1.80538,-0.481102,-1.57547,BOMBAY,1,unknown
-0.909364,-0.267226,-0.628118,-1.27452,0.254769,0.483446,-0.861364,-0.962249,-1.40309,-4.66201,-3.41594,-0.402778,1.49739,0.0139044,-0.435646,-1.32635,DERMASON,1,unknown
9.1426,5.84522,5.18797,6.96675,0.619436,0.729419,9.03578,6.47281,1.67042,1.10695,-0.448064,-0.716929,-3.80775,-1.84364,-0.734591,-0.830545,BOMBAY,1,unknown
-0.693307,-0.710518,-0.725114,-0.532001,-0.563522,-0.305303,-0.694171,-0.69715,-0.49633,0.307456,0.471854,0.502051,0.430637,0.579134,0.470201,0.6627,DERMASON,1,DERMASON
1.78204,1.91134,1.17284,2.14499,-0.148623,0.145013,1.78505,1.73655,0.907682,-0.617643,-1.66803,0.0419006,-1.85001,-0.769616,0.00121821,0.437822,BARBUNYA,1,unknown
2.61158,2.16842,1.82174,2.67162,0.176238,0.423685,2.59448,2.40065,-0.254674,0.108863,-0.310059,-0.285129,-2.15451,-1.10072,-0.321628,0.300724,BARBUNYA,1,CALI
6.75659,4.85008,3.48595,6.8083,-0.486268,-0.211637,6.92535,5.15462,0.00563228,-4.60589,-0.986657,0.269407,-3.69809,-1.34946,0.230941,-4.42319,BOMBAY,1,unknown
0.315239,0.696616,1.09227,-0.698323,2.23109,1.41849,0.305175,0.40244,0.736335,0.49282,-1.79859,-1.86399,0.636923,-1.38506,-1.75803,0.542406,HOROZ,1,HOROZ
1.02286,1.30339,0.783424,1.22627,0.0361275,0.310095,1.03734,1.07635,1.57364,-1.15511,-1.69885,-0.155394,-1.21237,-0.684072,-0.194593,0.0588197,BARBUNYA,1,unknown
0.409308,0.60196,0.869502,-0.205393,1.36211,1.10911,0.403876,0.495897,0.0778497,0.142777,-0.956287,-1.28819,0.0857277,-1.12755,-1.25765,-0.0354713,HOROZ,1,HOROZ
7.28757,4.68785,3.62313,7.04423,-0.483836,-0.20877,7.20874,5.46079,0.330219,0.89626,0.318362,0.390525,-3.84249,-1.3455,0.354954,-0.0612432,BOMBAY,1,unknown
0.14175,0.261334,0.432402,-0.200547,0.761521,0.813139,0.132495,0.226556,-2.01484,0.524697,-0.46329,-0.808679,0.0690701,-0.782549,-0.820386,0.290528,SIRA,1,SIRA
-1.0883,-1.16973,-1.12101,-1.06006,-0.719574,-0.511108,-1.08898,-1.19227,-0.160453,0.581689,0.688467,0.693354,1.09778,1.10773,0.670238,0.908534,DERMASON,1,DERMASON
-0.534665,-0.502883,-0.435092,-0.56982,-0.116823,0.174776,-0.536275,-0.510258,0.558375,0.282796,0.18112,0.0102054,0.482421,0.0776767,-0.0304519,0.478782,DERMASON,1,DERMASON
2.43225,2.65774,1.35143,3.19379,-0.567575,-0.310359,2.45169,2.26146,0.770043,-1.35203,-2.54038,0.455043,-2.39511,-0.688839,0.421501,-1.1526,BARBUNYA,1,unknown
0.762723,0.854516,0.44766,1.17823,-0.314339,-0.0201634,0.774605,0.836038,-0.610691,-1.00356,-0.691457,0.22849,-1.19885,-0.370416,0.189315,0.841699,BARBUNYA,1,unknown
-0.887226,-0.885981,-0.817303,-0.94956,-0.349256,-0.057286,-0.885378,-0.934481,-0.521942,0.151964,0.25801,0.25656,0.963584,0.526816,0.217857,0.487267,DERMASON,1,DERMASON
-1.3355,-1.47342,-1.37631,-1.41377,-0.823175,-0.661621,-1.32711,-1.52835,-0.657971,-0.378505,0.798972,0.795417,1.65236,1.50386,0.778178,0.0564994,DERMASON,1,DERMASON
10.2734,6.27235,4.93377,8.70567,-0.257796,0.0381799,10.1684,7.05206,-1.21319,0.883148,-0.21066,0.130378,-4.2396,-1.63166,0.0900573,-0.508613,BOMBAY,1,unknown
-0.934523,-0.976009,-0.926102,-0.906814,-0.550919,-0.289673,-0.93205,-0.993986,-0.509038,0.113606,0.526001,0.484113,0.904449,0.764732,0.451596,0.5429,DERMASON,1,DERMASON
-0.511213,-0.668081,-0.801559,0.15904,-1.16389,-1.25639,-0.520136,-0.483143,0.953631,0.929762,1.44303,1.25963,-0.315318,1.09773,1.27981,0.719786,SEKER,1,SEKER
-0.635434,-0.753537,-0.899183,-0.0322652,-1.16706,-1.2628,-0.640076,-0.628254,-0.20907,0.630687,1.17776,1.26875,-0.128616,1.21171,1.28984,0.877932,SEKER,1,SEKER
-0.632544,-0.726788,-0.904212,0.0132124,-1.20367,-1.33814,-0.634395,-0.624835,0.741182,0.364058,1.01024,1.29541,-0.148264,1.23409,1.31919,0.0852398,SEKER,1,SEKER
9.19522,5.80422,4.85159,7.53285,0.144149,0.398482,9.16567,6.50034,1.28936,-0.33264,-0.269899,-0.279734,-3.96067,-1.70973,-0.316372,-0.647414,BOMBAY,1,unknown
1.64679,1.39661,1.24384,1.80024,0.148373,0.401826,1.62942,1.62297,0.545579,0.380211,0.046077,-0.280297,-1.60321,-0.910754,-0.316921,-0.51703,CALI,1,CALI
7.97147,5.36329,4.32655,6.95041,0.0356117,0.309659,8.02553,5.84374,0.563996,-1.94046,-0.674581,-0.226899,-3.77155,-1.62151,-0.264779,-2.59849,BOMBAY,1,unknown
-0.91613,-0.974875,-0.894358,-0.905146,-0.504422,-0.233195,-0.912555,-0.970766,-0.584352,-0.0153641,0.662,0.430376,0.902988,0.701003,0.396018,0.523585,DERMASON,1,DERMASON
0.706295,0.874299,0.667882,0.727264,0.269808,0.494591,0.716055,0.782829,-0.310223,-0.874427,-1.00874,-0.384065,-0.807733,-0.721796,-0.417586,-0.0934117,BARBUNYA,1,SIRA
-0.499455,-0.492141,-0.436,-0.458707,-0.212875,0.083038,-0.498253,-0.469595,1.25008,0.0112885,0.338996,0.0995887,0.365281,0.123373,0.0590701,0.0960478,SIRA,1,SIRA
1.44801,1.3211,1.27336,1.31917,0.523404,0.669243,1.42407,1.45302,0.567494,0.780741,-0.294188,-0.597427,-1.29601,-1.02997,-0.621818,0.55051,BARBUNYA,1,CALI
-1.27007,-1.38344,-1.26112,-1.40699,-0.640848,-0.404351,-1.26714,-1.43713,-0.630986,0.295595,0.707394,0.586778,1.62454,1.21031,0.558429,0.4681,DERMASON,1,DERMASON
0.572812,0.546691,0.420081,0.836717,-0.109538,0.181512,0.562483,0.655336,-1.40089,0.392182,0.0358721,-0.0223222,-0.889066,-0.461126,-0.0628689,-0.437056,BARBUNYA,1,SIRA
2.57158,2.33759,2.22098,2.08397,0.975817,0.928632,2.58997,2.36979,0.261997,-1.30446,-1.07347,-1.02717,-1.7621,-1.42709,-1.02194,-1.43049,CALI,1,CALI
-1.33018,-1.42498,-1.18124,-1.75892,-0.166009,0.12849,-1.32653,-1.52087,-0.250142,0.250715,0.462495,0.0684961,2.19209,0.786652,0.0278556,0.74914,DERMASON,1,DERMASON
2.84991,3.39243,2.28432,2.39483,0.816577,0.843991,2.90047,2.58224,-1.68071,-2.5101,-3.77506,-0.856809,-1.99401,-1.39391,-0.865119,0.197739,BARBUNYA,1,unknown
-1.1377,-1.19868,-0.943145,-1.51586,-0.0119397,0.268911,-1.1363,-1.25764,0.893506,0.376706,0.480939,-0.0965751,1.79678,0.44544,-0.136547,0.465027,DERMASON,1,DERMASON
2.50819,2.53703,1.72372,2.63908,0.100399,0.363357,2.51295,2.32067,0.170437,-0.756456,-1.95062,-0.211488,-2.13683,-1.0474,-0.249687,0.317713,BARBUNYA,1,unknown
-1.00271,-0.992652,-0.794398,-1.334,0.0478631,0.319972,-1.00022,-1.08097,-1.07791,0.153848,0.107158,-0.16071,1.51991,0.275668,-0.199825,0.291171,DERMASON,1,DERMASON
-0.641543,-0.70607,-0.688771,-0.439418,-0.585174,-0.332484,-0.646596,-0.635487,-0.099285,0.674375,0.80377,0.523234,0.327405,0.557592,0.492203,0.525411,DERMASON,1,DERMASON
-0.13704,-0.200475,-0.199179,0.10555,-0.34143,-0.0488913,-0.145083,-0.0665193,0.257429,0.590895,0.703071,0.24647,-0.252936,0.0256328,0.207589,0.431226,HOROZ,1,SIRA
-0.0562407,-0.042077,-0.144324,0.219996,-0.356415,-0.0650038,-0.0594856,0.0198253,1.02435,0.177673,0.203749,0.264276,-0.366731,-0.00317285,0.225714,0.48362,SIRA,1,SIRA
1.49721,1.6764,0.783503,2.22651,-0.596255,-0.346559,1.51006,1.49543,-0.472342,-1.0722,-1.62816,0.535421,-1.90151,-0.41206,0.50488,0.500581,BARBUNYA,1,unknown
0.570184,0.504123,0.404226,0.877407,-0.157531,0.13657,0.571521,0.652803,0.738464,-0.338892,0.24776,0.0120199,-0.905809,-0.438744,-0.028641,-0.985905,SIRA,1,SIRA
-0.213964,-0.317356,-0.696801,0.83588,-1.44078,-1.89764,-0.217834,-0.149854,0.577943,0.302092,0.988242,1.6543,-0.921474,1.22377,1.72005,0.643225,SEKER,1,SEKER
2.53939,2.22405,2.20163,2.05741,0.975418,0.928428,2.5595,2.34489,0.172599,-1.37431,-0.727168,-1.02766,-1.74445,-1.42274,-1.02239,-1.46258,CALI,1,CALI
-0.0701671,0.163704,0.218406,-0.370438,0.627068,0.734073,-0.0573554,0.00502788,-1.36011,-1.03778,-0.999048,-0.707361,0.274808,-0.642645,-0.725605,-0.20613,HOROZ,1,HOROZ
2.92558,2.78998,1.68928,3.45737,-0.394715,-0.106923,2.93371,2.63912,-0.762518,-0.909173,-1.79424,0.303983,-2.56127,-0.864942,0.266222,0.399154,BARBUNYA,1,unknown
8.10548,5.52909,4.30795,6.99818,0.00264896,0.281536,8.04276,5.91736,1.00291,0.41793,-0.9452,-0.128401,-3.82802,-1.59589,-0.167989,-0.171542,BOMBAY,1,unknown
-0.294303,-0.284181,-0.349275,-0.0578909,-0.415125,-0.129705,-0.294136,-0.238118,-0.13489,0.0103539,0.302042,0.330449,-0.09052,0.174916,0.293293,0.537372,SIRA,1,SIRA
1.20029,1.1151,0.605185,1.89924,-0.592676,-0.342001,1.19362,1.23584,0.0472536,-0.0311784,-0.234885,0.531762,-1.69664,-0.32475,0.501072,0.518453,BARBUNYA,1,CALI
0.911052,0.923751,0.782865,1.05759,0.156767,0.408448,0.936246,0.97404,-1.10865,-1.76191,-0.432553,-0.32284,-1.0264,-0.747508,-0.358298,-1.80235,CALI,1,CALI
-0.185388,-0.100708,-0.125968,-0.116634,-0.0689263,0.218513,-0.16716,-0.118765,-1.16169,-1.45968,-0.163132,-0.0622007,0.00277871,-0.169116,-0.102494,-0.382304,SIRA,1,SIRA
-0.301792,-0.347038,-0.32409,-0.129718,-0.325547,-0.0319868,-0.307305,-0.246411,-0.117091,0.485357,0.648335,0.238943,-0.0236433,0.110454,0.199936,0.780875,SIRA,1,SIRA
8.19495,5.50842,4.82266,6.36269,0.651131,0.748626,8.15606,5.96627,0.939971,-0.0737397,-0.769472,-0.745852,-3.63313,-1.80469,-0.761711,-0.8977,BOMBAY,1,unknown
-0.903649,-0.982062,-0.847919,-0.952141,-0.393515,-0.105593,-0.90526,-0.955067,-0.750838,0.531431,0.81196,0.310167,0.960042,0.586179,0.272542,0.667401,DERMASON,1,DERMASON
0.618532,0.913797,1.25269,-0.248561,1.93234,1.32451,0.610188,0.699267,-0.360287,0.249707,-1.5337,-1.69926,0.153151,-1.37922,-1.61763,-0.611502,HOROZ,1,HOROZ
-0.182564,-0.133177,-0.0986246,-0.178896,0.019695,0.296148,-0.181426,-0.115701,-1.2061,-0.111817,0.040815,-0.13038,0.0425706,-0.217726,-0.169941,0.381796,SIRA,1,SIRA
1.84438,2.444,1.42384,1.91263,0.263573,0.489983,1.90415,1.78836,-0.765741,-3.20826,-3.33041,-0.395116,-1.67142,-1.01202,-0.428255,-0.72901,BARBUNYA,1,unknown
0.846019,0.892907,0.325339,1.60997,-0.722623,-0.51537,0.861816,0.91386,-0.457089,-1.23224,-0.541949,0.679407,-1.49662,-0.106756,0.655554,0.29707,BARBUNYA,1,unknown
8.1087,5.28491,4.10136,7.41516,-0.305533,-0.0109355,8.10854,5.91913,-0.0536102,-0.846588,-0.262877,0.161802,-3.92073,-1.49275,0.121763,-1.2133,BOMBAY,1,unknown
9.53307,6.11507,5.04572,7.66712,0.215788,0.454116,9.52548,6.67575,0.360074,-0.746629,-0.679921,-0.359778,-3.98707,-1.75265,-0.394103,-1.08749,BOMBAY,1,unknown
1.36786,1.83254,0.910566,1.72781,-0.161311,0.132973,1.40877,1.38343,0.654628,-2.48843,-2.61123,0.0595319,-1.58551,-0.656516,0.0188709,0.600579,BARBUNYA,1,unknown
0.846413,1.0455,0.245715,1.77174,-0.901984,-0.784558,0.858007,0.914226,0.457184,-0.989753,-1.23891,0.893038,-1.59885,0.0388275,0.882213,0.0145328,BARBUNYA,1,unknown
8.36857,5.35869,4.30258,7.36572,-0.151964,0.141853,8.29988,6.06063,0.542094,0.500568,-0.114158,0.0217407,-3.92155,-1.55999,-0.0189352,-0.422824,BOMBAY,1,unknown
0.0216025,0.0836163,-0.0862563,0.351344,-0.379262,-0.0898804,0.018559,0.101905,-1.15562,0.129036,-0.10061,0.264317,-0.462179,-0.0417867,0.225754,-0.4099,SIRA,1,SIRA
-0.85149,-0.947136,-1.18386,-0.146239,-1.47541,-1.99167,-0.851487,-0.889958,0.846597,0.322795,0.964402,1.71802,-0.0142536,1.8715,1.79232,1.01604,SEKER,1,SEKER
6.44331,4.56873,3.54681,6.00274,-0.106279,0.184515,6.4017,4.97007,-0.00168008,0.188051,-0.652668,-0.0253413,-3.53138,-1.43809,-0.0658733,-0.425499,BOMBAY,1,unknown
-1.28295,-1.38459,-1.26134,-1.4585,-0.594453,-0.344263,-1.27773,-1.45494,-0.69788,0.00898241,0.594828,0.540234,1.69359,1.18013,0.509889,0.743188,DERMASON,1,DERMASON
-0.189658,-0.224519,-0.341989,0.213112,-0.606107,-0.359167,-0.196532,-0.123401,0.590364,0.529614,0.548223,0.548061,-0.361968,0.280009,0.51804,0.540686,SIRA,1,SIRA
-0.472456,-0.419655,-0.351703,-0.499092,-0.0589939,0.227423,-0.457778,-0.438606,0.974535,-1.18635,0.0541079,-0.0813309,0.442225,-0.027721,-0.121457,-0.715084,SIRA,1,SIRA
0.300524,0.356045,0.339278,0.317767,0.186613,0.431735,0.301043,0.387702,-1.01477,-0.218899,-0.204965,-0.302794,-0.44438,-0.536489,-0.338819,0.0101106,SIRA,1,SIRA
0.168421,0.168152,0.12431,0.32529,-0.0925991,0.197057,0.156444,0.253903,0.493266,0.704063,0.174813,-0.00921019,-0.473191,-0.296044,-0.0498118,0.677056,SIRA,1,SIRA
-0.361833,-0.272615,-0.961083,0.996077,-1.83802,-3.2701,-0.35133,-0.31332,-0.00650819,-0.833408,-0.166189,2.26781,-1.0306,1.93952,2.42955,-0.0459578,SEKER,1,SEKER
-0.10137,-0.34811,-0.828665,1.46714,-1.9156,-3.6494,-0.120101,-0.0282541,0.600391,1.40198,1.8699,2.42798,-1.40876,1.87144,2.61982,0.74018,SEKER,1,SEKER
